代码
688759
603175
688278
688525
002736
002807
601963
688425
002061
688012
601600
688009
601860
601868
000009
000519
601866
600326
002060
000088
601997
002222
001227
600015
600098
600456
601139
601169
600369
600928
600018
002675
000100
000877
000778
601033
600248
600269
000725
601108
688234
002913
603737
688180
300910
603833
002595
688536
605599
601233
688660
603283
002028
603235
688208
000719
002911
600352
000429
000828
603650
600873
000735
603379
002352
601872
601200
600064
600916
600528
600060
688362
000783
600597
600177
000962
601117
688083
300806
600497
600720
688128
300012
000408
000983
600820
600116
600612
002001
601608
000833
300850
603456
688692
000423
000672
002368
600908
600737
300199
688506
600516
601222
601838
000060
301171
301269
601669
000708
600919
603323
688777
000937
688772
002939
688111
301029
603893
600111
600998
003035
688167
000766
600160
600660
600886
002379
601158
600925
000539
000547
600025
688380
002212
600475
600757
688484
000966
300672
002129
600750
600905
002266
601990
688109
002399
002273
601666
688757
600295
688228
601377
300595
601098
603328
603599
601018
002459
300768
601607
002938
603092
002027
600460
688332
600188
002015
001965
300628
000027
601801
600415
000970
600055
601949
600600
002236
000028
300394
688213
601618
600008
601916
600901
301109
002500
601118
300772
000034
601985
600482
300124
001323
601212
600346
002648
601665
301275
000887
000728
600999
300674
300680
601900
600655
300182
688538
688127
688279
601168
605198
002487
600764
600062
600970
601059
000338
300224
600206
603005
600032
600038
600648
601126
600061
000737
300347
300009
603501
300748
301363
600511
002755
601128
001221
300751
301678
000999
603658
688372
301209
300593
301297
600584
002048
600216
600866
002839
300738
000401
603290
300436
002233
000012
605333
001914
002838
688206
300353
688552
001287
601727
000750
603565
600426
601609
600196
000063
301039
600773
002299
002705
002020
002468
002152
600835
600546
688343
600211
002385
688107
600377
601012
600490
002936
600517
300953
300339
000795
601000
600582
003816
688658
002096
688266
601882
300741
301584
002075
000875
600956
000876
688072
300570
000630
603619
601898
000831
601163
002928
000029
000938
600559
688783
688563
600674
002508
600821
001236
603025
000166
603888
300766
688322
600536
600050
000563
600887
300170
603000
000963
002507
600339
600867
601928
600256
002373
002145
601969
002768
300418
603486
301308
601216
002916
002384
600452
000869
002673
000998
000513
600588
603160
002958
603927
601921
000039
000538
300229
600741
600104
600633
603195
000425
603678
001391
601975
600063
603198
601333
000686
002062
603156
600717
000729
002032
689009
002304
002851
600026
600598
601016
000923
002262
688131
600037
600428
688047
002010
603899
000050
300010
600066
600131
601083
300759
601089
002603
002979
600556
605389
300033
000636
002922
300735
002841
600787
001339
600361
688050
300373
600566
300926
688029
300002
300803
002461
300083
603508
301090
600009
601096
601099
001213
000528
600906
000681
002271
002747
601918
605499
603806
600126
603919
600688
600109
688318
600208
601881
000786
300070
002261
688190
300580
601865
601869
300319
001308
688698
600500
000568
601901
300888
002043
603406
600267
601369
600418
000969
600602
688165
603308
600621
000550
688775
300747
300323
300142
002387
601878
601699
300315
301413
601101
600323
300634
600509
600019
600763
000921
600744
600575
300026
600010
688055
688739
300088
300378
688188
002049
002926
002183
603596
600893
688161
002003
600285
600072
601611
000930
603707
603202
600507
688690
002550
600572
603444
002797
002831
300458
600171
688032
603233
600985
002230
600299
600959
688351
000035
300008
600095
301293
600918
603991
300548
002557
301262
002351
002110
300171
688608
002426
601228
002007
601858
002258
600629
002416
600872
603063
688396
601006
600372
000156
002372
000062
603588
601567
601162
600056
002472
002946
603393
002541
603039
601456
601598
002217
603766
600398
301216
000629
301665
002945
300624
000089
600120
000581
600570
603297
300601
600410
300999
300657
002226
603317
600577
688615
600031
002120
000860
600186
603728
600166
603529
688469
600518
300382
002423
601788
603583
688306
002498
688122
002139
603040
601512
600529
300185
600816
601155
600580
001872
002276
000537
002739
600420
000066
601633
000958
603014
688327
301316
601966
002092
600882
603589
002252
000712
600675
002019
002432
605188
605507
603179
603693
603043
301286
000617
002607
603418
000516
688223
002400
600048
603883
603087
002287
600170
605099
000555
600058
002881
601326
605111
688301
300294
688313
603228
688591
600325
601375
000756
000839
000927
300979
300408
002670
688068
002929
301267
300146
000727
301486
600436
000799
002121
600884
603345
000800
600662
000553
600761
600362
688789
688166
688114
002195
002216
002625
002053
603027
002050
600292
300676
300204
600718
600606
600307
301536
601952
688303
688577
002626
002410
688433
002190
000415
600157
603337
601880
600004
601111
688652
300776
002241
002243
600330
300529
600390
300677
688728
600320
603100
300024
688599
000552
603072
688520
603056
600316
001696
000723
600403
601689
603300
688363
600016
000785
002402
688545
600022
601877
600486
000685
301551
000837
300255
600610
300184
600779
300607
603882
002063
688691
301658
603077
600864
601005
688385
000768
601198
300459
688349
300633
000680
300498
002292
002531
000596
600654
000830
600006
600977
600759
600871
300661
002583
300496
688319
600702
688016
601003
002925
002544
688366
300525
688169
600657
605376
002847
002920
688717
000061
301236
600480
000738
600707
601001
600775
300077
000158
600029
603327
002354
600827
300857
300896
300296
301301
300364
601156
603915
600409
002779
600085
605117
000625
600986
600105
002716
002422
300122
603236
601995
300474
688185
300699
603369
688796
688686
300433
600927
300820
301345
600996
605296
000065
601619
688439
600861
002506
002215
600760
002138
603662
600246
300623
300413
600782
688088
000898
002097
601606
300761
000661
002268
603638
600732
300957
603730
600373
603067
600637
600649
688249
301207
601519
600645
000818
603871
002985
300058
003010
000951
000981
002255
301371
002906
000676
600967
603049
301127
600862
600167
002698
688382
600391
600776
600733
300253
600521
000534
300100
300777
688543
600315
000031
603667
000709
920029
603979
301656
603605
600703
002654
000960
601799
600845
600114
002617
601718
300613
300034
300454
601992
000761
600754
601022
002987
600589
300065
002681
002006
002967
300131
688248
300015
601019
600380
002430
300085
300068
600446
300638
688766
688017
600353
603013
002534
688631
601236
300383
600115
300539
300503
002961
601238
603194
600765
603171
002085
002265
000410
000997
002065
600161
002465
600839
003031
000058
002093
603392
688726
688582
300212
000829
002249
300775
002456
603169
603983
688475
300832
300682
002310
301510
601020
000099
603809
300166
000572
002221
300118
300660
600100
002651
002429
002179
600416
601026
601058
600271
688522
600383
002568
002611
002639
002984
300144
688765
002153
002366
000016
002745
603129
000069
600567
600435
601100
002511
688271
601929
601888
300627
603119
000426
605123
002405
002896
688297
002434
688708
603338
603376
002563
603363
600728
603319
002157
688158
600850
300072
301498
002223
600993
300377
000683
300140
300348
002891
688025
600184
600611
300007
000403
300136
002600
000801
600562
600651
600143
000703
601828
601965
301091
600185
301638
300782
300790
000002
603262
600635
688403
002204
600399
002444
300180
301285
000536
688676
600198
002389
001267
601777
002044
600699
600682
002338
300115
600363
600298
300098
603358
688585
688239
300679
601778
300723
300324
688333
300130
002017
603663
002064
600155
603011
002251
605090
600734
300468
600258
601106
600236
002031
300276
001280
688036
600751
300773
300337
603686
603099
600522
920068
300446
001386
600686
600259
600803
688281
002277
600877
300102
603093
688270
300718
688326
600498
000825
000564
300101
000810
002309
603786
601231
688568
000603
603712
600301
002025
301078
300969
600859
301050
688523
300290
600376
300045
300053
000070
603355
300469
600226
000620
002104
600221
600118
603360
688375
601933
688387
688102
002151
688807
603123
001208
002413
688790
301488
300455
002046
000901
920116
601399
300997
002792
600879
603601
600828
600501
601698
600151
002865
002565
001330
300342
300762
300516
300486
002036
